                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    125,                0.96542,                0.40893,                0.93991,                0.97701,                0.98241,                0.98746,                0.74318,                0.99951,                0.36411,                0.97438,              0.0051292,              0.0051292,              0.0051292
                    126,                0.96555,                0.40755,                0.94275,                0.97804,                 0.9827,                0.98754,                 0.7434,                0.99913,                0.36368,                0.97448,              0.0050896,              0.0050896,              0.0050896
                    127,                0.96314,                0.40687,                0.93953,                0.97862,                0.98028,                0.98725,                0.74398,                0.99812,                0.36292,                0.97445,                0.00505,                0.00505,                0.00505
                    128,                0.96435,                 0.4088,                0.93943,                0.97541,                0.98435,                0.98733,                0.74395,                 0.9982,                0.36333,                0.97483,              0.0050104,              0.0050104,              0.0050104
                    129,                0.95967,                0.40526,                0.94097,                0.97632,                0.98355,                0.98736,                 0.7442,                0.99792,                0.36317,                 0.9748,              0.0049708,              0.0049708,              0.0049708
                    130,                0.95709,                0.40438,                0.93724,                0.97652,                0.98307,                0.98753,                0.74363,                0.99765,                0.36261,                0.97503,              0.0049312,              0.0049312,              0.0049312
                    131,                0.95043,                0.40105,                0.93488,                 0.9774,                0.98271,                0.98738,                0.74353,                0.99639,                0.36198,                0.97483,              0.0048916,              0.0048916,              0.0048916
                    132,                0.95151,                0.40181,                0.93837,                0.97789,                0.98177,                 0.9875,                0.74445,                0.99536,                0.36259,                0.97443,               0.004852,               0.004852,               0.004852
                    133,                0.95099,                0.40211,                0.93602,                0.97889,                0.98028,                0.98757,                0.74452,                0.99454,                0.36204,                0.97413,              0.0048124,              0.0048124,              0.0048124
                    134,                0.95704,                0.40606,                0.93933,                0.97822,                0.98172,                0.98771,                0.74512,                0.99427,                0.36189,                0.97346,              0.0047728,              0.0047728,              0.0047728
                    135,                0.94508,                 0.3985,                0.93579,                0.97864,                0.98107,                0.98759,                0.74548,                0.99429,                0.36189,                 0.9735,              0.0047332,              0.0047332,              0.0047332
                    136,                0.94968,                0.39928,                0.93581,                0.97817,                0.98278,                0.98763,                0.74557,                0.99489,                0.36167,                0.97373,              0.0046936,              0.0046936,              0.0046936
                    137,                0.94513,                0.40067,                0.93435,                0.97852,                 0.9815,                0.98747,                0.74572,                0.99462,                0.36116,                 0.9735,               0.004654,               0.004654,               0.004654
                    138,                 0.9317,                0.39459,                0.93033,                0.97878,                0.98188,                0.98735,                0.74586,                0.99431,                0.36095,                0.97344,              0.0046144,              0.0046144,              0.0046144
                    139,                0.94119,                0.39743,                0.93346,                0.97945,                0.98159,                0.98725,                0.74602,                0.99346,                 0.3606,                 0.9734,              0.0045748,              0.0045748,              0.0045748
                    140,                0.93545,                0.39491,                0.93343,                0.97921,                0.98198,                0.98741,                0.74672,                0.99303,                0.36099,                0.97347,              0.0045352,              0.0045352,              0.0045352
                    141,                0.93944,                0.39746,                 0.9344,                0.97904,                0.98196,                0.98739,                0.74673,                0.99253,                0.36004,                 0.9733,              0.0044956,              0.0044956,              0.0044956
                    142,                 0.9333,                 0.3927,                0.93061,                0.97805,                0.98333,                0.98743,                0.74694,                0.99247,                0.36028,                0.97354,               0.004456,               0.004456,               0.004456
                    143,                0.94018,                0.39691,                0.93046,                0.97716,                0.98332,                 0.9873,                0.74677,                0.99278,                0.36019,                0.97383,              0.0044164,              0.0044164,              0.0044164
                    144,                0.93844,                0.39431,                0.93101,                0.97704,                0.98369,                0.98721,                0.74701,                0.99239,                 0.3602,                0.97387,              0.0043768,              0.0043768,              0.0043768
                    145,                0.93114,                0.39334,                0.93129,                0.97778,                0.98245,                0.98721,                0.74656,                0.99207,                0.35987,                0.97379,              0.0043372,              0.0043372,              0.0043372
                    146,                0.92851,                0.39105,                0.93308,                0.97754,                0.98338,                 0.9873,                0.74727,                0.99202,                0.35917,                0.97404,              0.0042976,              0.0042976,              0.0042976
                    147,                0.93343,                 0.3915,                0.93209,                0.97706,                0.98381,                0.98729,                0.74662,                0.99201,                0.35919,                0.97433,               0.004258,               0.004258,               0.004258
                    148,                0.92348,                   0.39,                 0.9253,                0.97693,                0.98444,                0.98742,                0.74642,                0.99232,                 0.3589,                0.97443,              0.0042184,              0.0042184,              0.0042184
                    149,                0.93081,                0.39029,                0.93154,                0.97753,                0.98394,                0.98725,                0.74679,                0.99177,                0.35857,                0.97434,              0.0041788,              0.0041788,              0.0041788
                    150,                0.92675,                0.38932,                0.92846,                0.97755,                0.98377,                0.98719,                0.74703,                0.99133,                0.35811,                0.97436,              0.0041392,              0.0041392,              0.0041392
                    151,                0.92951,                0.39175,                0.93068,                 0.9768,                0.98407,                0.98724,                0.74691,                0.99092,                0.35823,                 0.9747,              0.0040996,              0.0040996,              0.0040996
                    152,                 0.9223,                0.38724,                0.92767,                 0.9773,                0.98402,                0.98722,                0.74669,                0.99054,                0.35814,                0.97463,                0.00406,                0.00406,                0.00406
                    153,                0.91446,                0.38678,                0.92397,                 0.9771,                0.98381,                0.98728,                0.74679,                0.98971,                0.35794,                0.97461,              0.0040204,              0.0040204,              0.0040204
                    154,                0.91743,                0.38631,                0.92551,                0.97661,                0.98433,                 0.9872,                0.74699,                0.98936,                0.35796,                0.97454,              0.0039808,              0.0039808,              0.0039808
                    155,                 0.9232,                0.38854,                0.92957,                 0.9762,                0.98381,                0.98716,                0.74663,                0.98924,                0.35797,                0.97463,              0.0039412,              0.0039412,              0.0039412
                    156,                0.92026,                0.38634,                0.92695,                0.97642,                0.98418,                0.98714,                0.74709,                0.98925,                0.35753,                0.97471,              0.0039016,              0.0039016,              0.0039016
                    157,                0.91322,                0.38534,                0.92397,                0.97725,                0.98355,                0.98718,                0.74643,                0.98902,                0.35736,                0.97483,               0.003862,               0.003862,               0.003862
                    158,                0.90473,                0.38171,                0.92272,                0.97792,                0.98309,                0.98725,                0.74771,                0.98887,                0.35734,                0.97487,              0.0038224,              0.0038224,              0.0038224
                    159,                0.90661,                0.37956,                 0.9233,                0.97731,                0.98329,                0.98719,                0.74707,                0.98814,                0.35729,                0.97452,              0.0037828,              0.0037828,              0.0037828
                    160,                0.91207,                 0.3824,                0.92322,                0.97693,                0.98407,                0.98724,                0.74746,                0.98805,                0.35672,                0.97453,              0.0037432,              0.0037432,              0.0037432
                    161,                0.90925,                0.38444,                0.92425,                0.97668,                0.98315,                0.98706,                0.74732,                0.98779,                0.35669,                0.97446,              0.0037036,              0.0037036,              0.0037036
                    162,                0.89933,                0.38076,                0.92047,                0.97676,                0.98381,                0.98709,                0.74741,                0.98744,                0.35671,                 0.9744,               0.003664,               0.003664,               0.003664
                    163,                0.90379,                0.38172,                0.92051,                0.97642,                0.98381,                0.98696,                0.74719,                0.98758,                0.35649,                0.97459,              0.0036244,              0.0036244,              0.0036244
                    164,                 0.8984,                0.37674,                 0.9213,                 0.9763,                0.98459,                0.98712,                0.74757,                0.98748,                0.35614,                0.97465,              0.0035848,              0.0035848,              0.0035848
                    165,                0.90605,                0.38074,                0.92112,                0.97621,                 0.9842,                0.98701,                0.74721,                0.98752,                0.35581,                 0.9748,              0.0035452,              0.0035452,              0.0035452
                    166,                0.89782,                0.37746,                0.92065,                0.97673,                 0.9842,                0.98679,                0.74721,                0.98773,                0.35587,                0.97494,              0.0035056,              0.0035056,              0.0035056
                    167,                0.90205,                0.37806,                0.92268,                0.97637,                0.98407,                0.98687,                0.74771,                0.98746,                0.35574,                0.97503,               0.003466,               0.003466,               0.003466
                    168,                0.89541,                0.37524,                0.92018,                0.97629,                0.98405,                 0.9869,                 0.7478,                0.98728,                0.35572,                0.97514,              0.0034264,              0.0034264,              0.0034264
                    169,                0.89762,                0.37755,                0.91991,                0.97639,                0.98407,                0.98676,                  0.748,                0.98715,                0.35604,                 0.9751,              0.0033868,              0.0033868,              0.0033868
                    170,                0.88886,                0.37487,                0.91938,                  0.977,                0.98342,                0.98681,                0.74819,                 0.9871,                0.35597,                0.97507,              0.0033472,              0.0033472,              0.0033472
                    171,                0.89635,                0.37719,                0.91982,                0.97728,                0.98311,                0.98683,                0.74823,                0.98708,                0.35595,                0.97521,              0.0033076,              0.0033076,              0.0033076
                    172,                0.88723,                0.37282,                0.91618,                0.97703,                0.98306,                0.98688,                0.74852,                0.98685,                0.35561,                0.97515,               0.003268,               0.003268,               0.003268
                    173,                0.88918,                0.37582,                0.91849,                0.97703,                0.98321,                0.98695,                0.74861,                0.98646,                0.35595,                0.97521,              0.0032284,              0.0032284,              0.0032284
                    174,                0.88308,                0.37017,                0.91791,                 0.9784,                0.98237,                0.98702,                0.74875,                0.98653,                0.35546,                0.97527,              0.0031888,              0.0031888,              0.0031888
                    175,                0.88481,                0.37338,                0.91858,                0.97843,                0.98198,                0.98699,                0.74854,                0.98626,                0.35574,                0.97527,              0.0031492,              0.0031492,              0.0031492
                    176,                0.88505,                0.37057,                0.91708,                0.97828,                0.98232,                0.98699,                0.74878,                0.98608,                0.35551,                0.97537,              0.0031096,              0.0031096,              0.0031096
                    177,                0.88576,                0.37173,                0.91867,                0.97813,                 0.9825,                0.98707,                0.74856,                0.98601,                0.35546,                0.97535,                0.00307,                0.00307,                0.00307
                    178,                0.88202,                0.36884,                0.91632,                0.97842,                0.98273,                0.98712,                0.74869,                0.98605,                0.35512,                0.97554,              0.0030304,              0.0030304,              0.0030304
                    179,                0.87817,                0.36968,                0.91407,                0.97817,                0.98299,                0.98698,                 0.7487,                0.98598,                0.35503,                 0.9755,              0.0029908,              0.0029908,              0.0029908
                    180,                  0.879,                0.37062,                0.91396,                0.97867,                0.98289,                0.98718,                 0.7489,                0.98554,                0.35465,                0.97547,              0.0029512,              0.0029512,              0.0029512
                    181,                0.87179,                 0.3669,                0.91356,                0.97883,                0.98289,                 0.9872,                0.74917,                0.98529,                0.35462,                0.97546,              0.0029116,              0.0029116,              0.0029116
                    182,                0.86816,                0.36434,                  0.914,                0.97856,                0.98352,                0.98725,                0.74923,                0.98519,                0.35452,                0.97556,               0.002872,               0.002872,               0.002872
                    183,                0.86806,                0.36584,                 0.9122,                0.97881,                0.98296,                0.98719,                0.74939,                0.98511,                0.35412,                0.97554,              0.0028324,              0.0028324,              0.0028324
                    184,                0.87025,                0.36404,                0.91347,                0.97961,                0.98302,                0.98719,                0.74943,                0.98513,                 0.3544,                0.97553,              0.0027928,              0.0027928,              0.0027928
                    185,                0.87048,                0.36302,                0.91401,                0.97974,                0.98315,                0.98726,                 0.7494,                0.98492,                0.35436,                0.97564,              0.0027532,              0.0027532,              0.0027532
                    186,                0.86809,                0.36397,                0.91196,                0.97905,                0.98289,                0.98692,                0.74933,                0.98488,                0.35433,                0.97565,              0.0027136,              0.0027136,              0.0027136
                    187,                0.86423,                0.36332,                0.91339,                0.97897,                0.98329,                0.98705,                 0.7496,                0.98491,                0.35424,                 0.9758,               0.002674,               0.002674,               0.002674
                    188,                0.85877,                 0.3607,                0.91086,                0.97907,                0.98332,                0.98704,                0.74945,                0.98496,                0.35468,                0.97568,              0.0026344,              0.0026344,              0.0026344
                    189,                0.86088,                0.36144,                0.91216,                0.97931,                0.98315,                0.98693,                0.74962,                0.98482,                0.35424,                0.97575,              0.0025948,              0.0025948,              0.0025948
                    190,                0.86227,                0.36312,                0.91127,                0.97957,                0.98342,                0.98702,                0.74948,                0.98477,                0.35426,                0.97588,              0.0025552,              0.0025552,              0.0025552
                    191,                0.85725,                0.35853,                0.90991,                0.97958,                0.98353,                0.98702,                0.74972,                0.98475,                0.35431,                0.97596,              0.0025156,              0.0025156,              0.0025156
                    192,                 0.8644,                0.36149,                0.91137,                0.97961,                0.98355,                0.98701,                0.74966,                0.98455,                 0.3542,                0.97613,               0.002476,               0.002476,               0.002476
                    193,                0.85617,                0.36226,                0.90674,                0.97964,                0.98342,                 0.9869,                   0.75,                 0.9844,                0.35416,                0.97625,              0.0024364,              0.0024364,              0.0024364
                    194,                0.84865,                0.35716,                0.90439,                0.98001,                0.98342,                0.98688,                   0.75,                0.98412,                0.35414,                0.97621,              0.0023968,              0.0023968,              0.0023968
                    195,                0.84391,                0.35573,                0.90553,                0.98009,                0.98335,                0.98691,                0.74971,                0.98428,                0.35451,                0.97634,              0.0023572,              0.0023572,              0.0023572
                    196,                0.84667,                0.35613,                0.90503,                0.98012,                0.98342,                0.98699,                0.74985,                0.98424,                0.35434,                0.97643,              0.0023176,              0.0023176,              0.0023176
                    197,                0.84895,                0.35663,                0.90476,                0.98008,                0.98286,                0.98691,                0.74965,                0.98425,                 0.3545,                0.97646,               0.002278,               0.002278,               0.002278
                    198,                0.84013,                0.35302,                0.90363,                0.97978,                0.98302,                0.98698,                 0.7503,                0.98425,                0.35428,                0.97657,              0.0022384,              0.0022384,              0.0022384
                    199,                0.84313,                0.35578,                0.90826,                0.98001,                0.98315,                0.98697,                0.75025,                0.98429,                0.35427,                0.97659,              0.0021988,              0.0021988,              0.0021988
                    200,                0.84484,                0.35639,                0.90645,                0.97983,                0.98308,                0.98697,                0.75013,                0.98426,                0.35444,                0.97656,              0.0021592,              0.0021592,              0.0021592
                    201,                0.83806,                0.35238,                  0.904,                0.97901,                0.98342,                0.98699,                0.75005,                0.98433,                0.35452,                0.97673,              0.0021196,              0.0021196,              0.0021196
                    202,                0.83619,                0.34919,                 0.9026,                0.97908,                 0.9838,                0.98711,                0.75038,                0.98421,                0.35456,                0.97672,                0.00208,                0.00208,                0.00208
                    203,                0.83217,                0.34906,                0.90264,                 0.9784,                0.98407,                0.98706,                0.74993,                 0.9845,                 0.3545,                0.97687,              0.0020404,              0.0020404,              0.0020404
                    204,                0.82899,                0.34777,                0.90304,                0.97838,                0.98407,                0.98706,                0.75024,                0.98451,                0.35456,                0.97697,              0.0020008,              0.0020008,              0.0020008
                    205,                0.83021,                0.35054,                0.90277,                0.97808,                0.98466,                0.98716,                 0.7505,                0.98455,                0.35441,                0.97702,              0.0019612,              0.0019612,              0.0019612
                    206,                0.83862,                0.35245,                  0.903,                0.97821,                0.98466,                0.98706,                0.75047,                0.98438,                0.35458,                0.97708,              0.0019216,              0.0019216,              0.0019216
                    207,                 0.8374,                0.35132,                0.90175,                0.97808,                0.98476,                 0.9869,                0.75058,                0.98443,                0.35467,                0.97719,               0.001882,               0.001882,               0.001882
                    208,                0.82636,                0.34719,                 0.8972,                0.97782,                 0.9845,                0.98683,                0.75064,                0.98437,                0.35482,                0.97722,              0.0018424,              0.0018424,              0.0018424
                    209,                0.82516,                0.34748,                0.89948,                0.97795,                0.98466,                0.98686,                0.75038,                0.98447,                0.35485,                 0.9772,              0.0018028,              0.0018028,              0.0018028
                    210,                0.82571,                0.34641,                0.89698,                0.97775,                0.98459,                0.98686,                0.75047,                0.98451,                0.35474,                 0.9773,              0.0017632,              0.0017632,              0.0017632
                    211,                0.82185,                0.34409,                0.89863,                0.97802,                0.98472,                0.98692,                0.75071,                0.98451,                0.35485,                0.97738,              0.0017236,              0.0017236,              0.0017236
                    212,                0.82491,                0.34374,                0.89862,                0.97804,                0.98459,                0.98686,                0.75047,                0.98456,                 0.3551,                0.97745,               0.001684,               0.001684,               0.001684
                    213,                0.81681,                 0.3408,                0.89978,                0.97796,                  0.985,                0.98702,                0.75061,                0.98442,                0.35514,                0.97752,              0.0016444,              0.0016444,              0.0016444
                    214,                0.81487,                0.34167,                 0.8954,                0.97796,                0.98497,                0.98703,                0.75081,                0.98433,                0.35498,                0.97751,              0.0016048,              0.0016048,              0.0016048
                    215,                0.81767,                0.34395,                 0.8996,                0.97783,                0.98476,                0.98687,                0.75036,                0.98435,                0.35528,                0.97762,              0.0015652,              0.0015652,              0.0015652
                    216,                0.81093,                0.34128,                0.89642,                0.97782,                0.98462,                 0.9869,                0.75052,                0.98445,                0.35527,                0.97761,              0.0015256,              0.0015256,              0.0015256
                    217,                0.81695,                0.34297,                  0.896,                0.97795,                0.98477,                0.98711,                0.75025,                0.98428,                0.35517,                0.97767,               0.001486,               0.001486,               0.001486
                    218,                0.81758,                0.34122,                0.89913,                0.97782,                0.98457,                0.98707,                0.75053,                0.98403,                0.35537,                0.97764,              0.0014464,              0.0014464,              0.0014464
                    219,                0.81086,                0.33982,                0.89512,                0.97782,                0.98457,                0.98706,                0.75004,                0.98432,                0.35537,                0.97775,              0.0014068,              0.0014068,              0.0014068
                    220,                0.80409,                 0.3396,                0.89378,                0.97805,                0.98472,                 0.9871,                0.75053,                0.98418,                 0.3556,                0.97787,              0.0013672,              0.0013672,              0.0013672
                    221,                0.79861,                0.33559,                 0.8921,                0.97795,                0.98454,                0.98708,                 0.7504,                0.98445,                0.35567,                0.97795,              0.0013276,              0.0013276,              0.0013276
                    222,                0.80826,                0.33953,                0.89478,                 0.9777,                0.98463,                0.98704,                 0.7502,                0.98432,                0.35578,                0.97804,               0.001288,               0.001288,               0.001288
                    223,                0.80532,                0.33893,                0.89542,                0.97783,                 0.9847,                0.98705,                0.75026,                0.98446,                0.35582,                 0.9782,              0.0012484,              0.0012484,              0.0012484
                    224,                0.80004,                 0.3359,                0.89518,                0.97776,                0.98485,                0.98707,                0.74998,                0.98446,                0.35579,                0.97831,              0.0012088,              0.0012088,              0.0012088
                    225,                0.80317,                0.33688,                0.89583,                0.97762,                0.98485,                0.98709,                0.75018,                0.98454,                0.35578,                0.97833,              0.0011692,              0.0011692,              0.0011692
                    226,                0.80444,                0.33614,                0.89144,                0.97768,                0.98459,                0.98708,                0.75024,                0.98449,                0.35576,                0.97834,              0.0011296,              0.0011296,              0.0011296
                    227,                0.79479,                0.33501,                0.89165,                0.97758,                0.98459,                0.98707,                0.75018,                 0.9846,                0.35591,                0.97843,                0.00109,                0.00109,                0.00109
                    228,                0.80024,                0.33551,                0.89284,                 0.9777,                0.98493,                0.98708,                 0.7504,                0.98449,                0.35578,                0.97859,              0.0010504,              0.0010504,              0.0010504
                    229,                0.79325,                  0.331,                0.89298,                0.97756,                0.98511,                0.98707,                0.75012,                0.98472,                0.35597,                0.97866,              0.0010108,              0.0010108,              0.0010108
                    230,                0.79211,                0.33246,                0.89033,                0.97754,                0.98511,                0.98706,                0.75033,                0.98469,                0.35614,                0.97867,              0.0009712,              0.0009712,              0.0009712
                    231,                0.78747,                0.32961,                0.88895,                0.97758,                0.98515,                0.98703,                0.75057,                0.98465,                0.35596,                0.97876,              0.0009316,              0.0009316,              0.0009316
                    232,                0.78463,                0.33099,                0.88976,                0.97758,                0.98524,                0.98705,                0.75073,                0.98467,                0.35611,                0.97885,               0.000892,               0.000892,               0.000892
                    233,                0.78872,                0.33029,                0.89318,                0.97764,                0.98524,                0.98704,                0.75067,                0.98476,                0.35614,                0.97895,              0.0008524,              0.0008524,              0.0008524
                    234,                0.78975,                0.33023,                0.89057,                0.97729,                0.98511,                0.98691,                0.75083,                0.98493,                0.35624,                0.97902,              0.0008128,              0.0008128,              0.0008128
                    235,                0.78633,                0.32947,                 0.8893,                0.97722,                0.98498,                0.98683,                0.75073,                0.98474,                0.35655,                0.97911,              0.0007732,              0.0007732,              0.0007732
                    236,                0.78276,                0.32805,                0.88909,                0.97709,                0.98485,                0.98672,                0.75091,                0.98497,                0.35656,                0.97926,              0.0007336,              0.0007336,              0.0007336
                    237,                0.78519,                0.32969,                0.88807,                0.97724,                0.98498,                0.98686,                0.75083,                0.98483,                0.35657,                0.97931,               0.000694,               0.000694,               0.000694
                    238,                0.78244,                0.32701,                0.88929,                0.97725,                0.98498,                0.98692,                0.75098,                0.98496,                0.35659,                0.97947,              0.0006544,              0.0006544,              0.0006544
                    239,                0.78164,                0.32904,                0.88895,                0.97733,                0.98524,                0.98693,                0.75055,                 0.9847,                0.35675,                0.97948,              0.0006148,              0.0006148,              0.0006148
                    240,                0.77862,                 0.3259,                0.88569,                0.97721,                0.98525,                0.98698,                0.75069,                0.98476,                 0.3568,                 0.9796,              0.0005752,              0.0005752,              0.0005752
                    241,                0.69408,                0.28207,                0.87264,                0.97746,                 0.9854,                0.98702,                0.75071,                0.98486,                0.35662,                0.97966,              0.0005356,              0.0005356,              0.0005356
                    242,                0.68569,                0.27781,                 0.8693,                0.97715,                0.98551,                0.98703,                0.75071,                 0.9848,                0.35714,                0.97959,               0.000496,               0.000496,               0.000496
                    243,                0.67805,                0.27536,                0.87004,                0.97712,                0.98551,                0.98704,                0.75083,                 0.9849,                0.35704,                0.97974,              0.0004564,              0.0004564,              0.0004564
                    244,                0.67533,                0.27483,                0.86947,                0.97709,                0.98551,                0.98705,                0.75075,                0.98493,                 0.3572,                0.97986,              0.0004168,              0.0004168,              0.0004168
                    245,                0.67098,                0.27335,                0.86525,                0.97717,                0.98551,                0.98707,                0.75078,                0.98509,                0.35746,                0.98012,              0.0003772,              0.0003772,              0.0003772
                    246,                0.67012,                 0.2719,                0.86327,                0.97709,                0.98551,                0.98704,                0.75072,                0.98526,                0.35757,                 0.9802,              0.0003376,              0.0003376,              0.0003376
                    247,                0.66872,                0.27176,                0.86412,                0.97696,                0.98551,                0.98704,                0.75053,                0.98522,                0.35786,                0.98024,               0.000298,               0.000298,               0.000298
                    248,                0.66455,                0.27091,                0.86665,                0.97683,                0.98577,                0.98718,                0.75043,                0.98524,                0.35782,                0.98039,              0.0002584,              0.0002584,              0.0002584
                    249,                0.66228,                0.27004,                0.86455,                 0.9767,                0.98564,                0.98698,                0.75038,                0.98554,                0.35789,                0.98062,              0.0002188,              0.0002188,              0.0002188
                    250,                 0.6626,                0.26964,                0.86302,                 0.9767,                0.98548,                0.98698,                0.75016,                0.98544,                0.35803,                0.98071,              0.0001792,              0.0001792,              0.0001792
